대학명,전형명,모집군,모집단위,모집인원,,,경쟁률,충원순위,최종등록자 대학별환산,,,"최종등록자 50%학생 과목별 백분위(영어,한국사는 등급 표기)",,,,,,"최종등록자 70%학생 과목별 백분위(영어,한국사는 등급 표기)",,,,,,최종등록자 수학 선택과목 응시 비율(%),,,반영영역 평균백분위,,반영영역 평균등급,
,,,,최초(A),이월(B),최종(A+B),,,"최종등록자
(50%cut)","최종등록자
(70%cut)",총점(수능),국어,수학,탐구1,탐구2,영어,한국사,국어,수학,탐구1,탐구2,영어,한국사,확률과통계,미적분,기하,"최종등록자
수원대,일반전형1,나,정보통신학부,20,0,20,5.35,31,818,816,1000,54,83,90,,4,3,58,74,85,,3,3,15,80,5,,,,
수원대,일반전형1,나,간호학과,32,2,34,3.79,32,841,836,1000,86,81,85,,3,2,83,74,69,,2,2,21,76,3,,,,
수원대,일반전형1,나,아동가족복지학과,5,0,5,9.2,4,807,807,1000,58,78,83,,4,5,72,68,84,,4,5,75,25,0,,,,
수원대,일반전형1,나,의류학과,5,1,4,5.4,0,812,812,1000,51,81,81,,1,4,63,74,77,,2,4,25,75,0,,,,
수원대,일반전형1,나,식품영양학과,5,3,2,4.6,5,820,819,1000,58,78,92,,4,3,70,66,89,,3,3,40,60,0,,,,
수원대,일반전형1,나,디지털콘텐츠,10,5,5,3.5,9,822,816,1000,85,50,83,,2,2,72,66,89,,4,2,80,10,10,,,,
수원대,일반전형1,나,자유전공,1,0,1,12,1,752,752,1000,68,29,93,,5,4,68,29,93,,5,4,100,0,0,,,,
수원대,일반전형2,나,인문사회융합대학,30,1,31,7.03,31,903,900,1000,89,40,95,,4,2,89,40,95,,4,2,90,10,0,,,,
수원대,일반전형2,나,경제학부,7,2,9,5.29,11,887,872,1000,27,93,97,,4,4,27,93,97,,4,4,90,10,0,,,,
수원대,일반전형2,나,경영학부,18,2,20,5.89,21,908,898,1000,72,43,100,,3,2,72,43,100,,3,2,80,20,0,,,,
수원대,일반전형2,나,호텔관광학부,6,1,7,6.17,2,904,902,1000,61,51,95,,1,5,61,51,95,,1,5,100,0,0,,,,
수원대,일반전형2,나,바이오화학산업학부,3,2,5,7.33,6,894,888,1000,79,48,93,,4,3,79,48,93,,4,3,20,60,20,,,,
수원대,일반전형2,나,건설환경에너지공학부,13,1,14,6,6,892,888,1000,51,78,99,,4,5,51,78,99,,4,5,60,40,0,,,,
수원대,일반전형2,나,건축도시부동산학부,9,1,10,6.11,7,894,889,1000,65,50,97,,3,1,65,50,97,,3,1,70,30,0,,,,
수원대,일반전형2,나,산업 및 기계공학부,12,3,15,7.17,22,887,884,1000,14,87,92,,4,3,14,87,92,,4,3,50,50,0,,,,
수원대,일반전형2,나,반도체공학부,5,0,5,6.6,0,913,909,1000,22,87,94,,4,4,22,87,94,,4,4,0,60,40,,,,
수원대,일반전형2,나,전기전자공학부,12,0,12,6.5,6,910,903,1000,82,29,96,,3,4,82,29,96,,3,4,10,80,10,,,,
수원대,일반전형2,나,화학공학·신소재공학부,12,2,14,6.42,12,900,893,1000,33,74,92,,2,4,33,74,92,,2,4,20,80,0,,,,
수원대,일반전형2,나,데이터과학부,10,3,13,6.5,12,897,895,1000,27,78,92,,3,6,27,78,92,,3,6,30,70,0,,,,
수원대,일반전형2,나,컴퓨터학부,12,1,13,5.42,15,906,902,1000,61,81,95,,4,2,61,81,95,,4,2,20,60,30,,,,
수원대,일반전형2,나,정보통신학부,12,0,12,4.17,6,895,894,1000,97,62,74,,4,4,97,62,74,,4,4,50,40,10,,,,
수원대,일반전형2,나,아동가족복지학과,3,1,4,13,3,876,876,1000,52,63,98,,4,1,52,63,98,,4,1,80,30,0,,,,
수원대,일반전형2,나,의류학과,3,1,4,10,9,878,878,1000,74,26,92,,3,3,74,26,92,,3,3,50,50,0,,,,
수원대,일반전형2,나,식품영양학과,3,1,4,9.33,3,890,890,1000,85,57,83,,2,1,85,57,83,,2,1,50,50,0,,,,
수원대,일반전형2,나,디지털콘텐츠,5,0,5,6.6,5,893,891,1000,91,19,74,,2,1,91,19,74,,2,1,100,0,0,,,,
수원대,실기전형,나,스포츠과학부,60,1,61,12.23,12,347,335,400,40,11,77,,3,4,20,0,71,,3,5,62,26,5,,,,
수원대,실기전형,나,조형예술학부,30,0,30,6.1,5,145,135,200,30,0,59,,6,5,42,0,37,,5,4,27,20,3,,,,
수원대,실기전형,나,디자인학부,35,0,35,23.31,2,147,139,200,54,11,47,,5,5,42,0,46,,5,5,49,9,6,,,,
수원대,실기전형,나,연기예술 전공,7,0,7,49,1,203,191,300,44,26,35,,5,4,13,11,38,,5,6,86,0,14,,,,
수원대,실기전형,다,아트앤테크놀로지작곡과,10,0,10,2,7,113,104,200,11,40,3,,7,6,12,21,14,,6,6,50,40,0,,,,
수원대,실기전형,다,성악과,22,0,22,4.68,25,143,139,200,44,0,43,,3,3,33,5,53,,6,4,57,14,0,,,,
수원대,실기전형,다,피아노과,25,0,25,7.36,35,152,142,200,30,0,59,,5,2,49,0,39,,5,5,20,8,0,,,,
수원대,실기전형,다,관현악과,25,3,28,3.44,35,113,110,200,24,0,27,,6,4,17,0,15,,4,7,41,4,4,,,,
수원대,실기전형,다,국악과,6,9,9,3,6,105,82,200,9,1,29,,7,5,1,0,9,,7,6,29,0,0,,,,
수원대,실기전형,다,영화예술 전공,7,0,7,20.57,3,229,209,300,61,21,49,,5,1,31,0,50,,5,7,43,43,0,,,,
수원대,특성화고졸업자전형,나,건축도시부동산학부,0,1,1,10,0,872,872,1000,58,50,96,,4,3,58,50,96,,4,3,0,100,0,,,,
숙명여대,일반학생전형,가,한국어문학부,17,,17,4.29,6,902.02,901.25,1000,94,74,87,84,2,,93,70,77,77,2,,76.47,23.53,,,,,
숙명여대,일반학생전형,가,역사문화학과,9,,9,4.11,,900.89,900.66,1000,94,78,87,89,3,,91,70,83,86,2,,66.67,33.33,,,,,
숙명여대,일반학생전형,가,프랑스언어·문화학과,5,4,9,4,6,900.52,900.13,1000,94,81,85,85,2,,93,78,75,74,2,,33.33,55.56,11.11,,,,
숙명여대,일반학생전형,가,중어중문학부,20,,20,5.7,11,898.51,896.19,1000,94,70,85,81,2,,93,59,79,75,2,,55,45,,,,,
숙명여대,일반학생전형,가,독일언어·문화학과,5,,5,7.2,2,899.36,898.85,1000,96,83,81,85,3,,93,76,74,77,2,,40,60,,,,,
숙명여대,일반학생전형,가,일본학과,4,1,5,4.4,1,900.96,900.37,1000,93,83,80,92,2,,91,81,74,91,2,,80,20,,,,,
숙명여대,일반학생전형,가,문헌정보학과,8,,8,5,5,901.62,896.45,1000,92,68,96,85,2,,91,63,87,85,2,,62.5,25,12.5,,,,
숙명여대,일반학생전형,가,문화관광학전공,9,,9,6.56,7,901.89,901.24,1000,95,76,90,80,2,,95,68,81,80,2,,77.78,22.22,,,,,
숙명여대,일반학생전형,가,르꼬르동블루외식경영전공,9,,9,5,7,900.1,897.01,1000,92,76,88,89,2,,91,70,85,85,2,,66.67,33.33,,,,,
숙명여대,일반학생전형,가,교육학부,23,4,27,4.07,22,903.34,902.33,1000,94,74,83,85,2,,92,66,81,74,2,,50,50,,,,,
숙명여대,일반학생전형,가,가족자원경영학과,8,,8,4.13,3,901.18,901.11,1000,94,70,92,78,2,,94,70,89,78,2,,50,50,,,,,
숙명여대,일반학생전형,가,아동복지학부,14,2,16,4.25,13,900.2,898.45,1000,93,81,81,85,2,,91,70,75,71,2,,50,50,,,,,
숙명여대,일반학생전형,가,정치외교학과,9,3,12,4.91,11,904.8,903.86,1000,93,78,90,85,2,,92,70,87,81,2,,75,25,,,,,
숙명여대,일반학생전형,가,행정학과,8,,8,6.13,4,904.59,904.45,1000,97,74,84,81,2,,96,70,81,69,2,,25,75,,,,,
숙명여대,일반학생전형,가,홍보광고학과,11,3,14,4.14,7,898.58,897.66,1000,92,78,87,86,2,,91,70,80,85,2,,85.71,14.29,,,,,
숙명여대,일반학생전형,가,소비자경제학과,7,,7,7.57,4,905.43,903.96,1000,95,74,83,88,2,,93,74,81,80,2,,57.14,42.86,,,,,
숙명여대,일반학생전형,가,사회심리학과,8,,8,3.5,7,906.1,896.74,1000,94,70,92,92,2,,92,63,80,89,2,,75,25,,,,,
숙명여대,일반학생전형,가,법학부,27,1,28,3.93,14,906.4,902.21,1000,95,74,83,81,2,,93,70,75,75,1,,46.43,53.57,,,,,
숙명여대,일반학생전형,가,경제학부,25,,25,3.8,18,901.14,900.19,1000,89,87,83,78,2,,86,83,79,71,2,,36,64,,,,,
숙명여대,일반학생전형,가,경영학부,35,1,36,3.92,19,903.04,891.83,1000,86,85,83,82,2,,83,83,77,74,1,,41.67,52.78,5.56,,,,
숙명여대,일반학생전형,가,글로벌협력전공,4,,4,6.75,3,912.7,912.7,1000,96,74,84,90,2,,96,74,84,90,2,,25,75,,,,,
숙명여대,일반학생전형,가,앙트러프러너십전공,5,,5,5.6,1,908.82,906.56,1000,96,85,95,71,2,,94,78,94,69,1,,20,40,40,,,,
숙명여대,일반학생전형,가,영어영문학전공,17,3,20,4.5,15,902.68,898.99,1000,95,70,87,78,2,,94,63,81,74,1,,55,45,,,,,
숙명여대,일반학생전형,가,테슬(TESL)전공,3,,3,10.67,,913.89,898.13,1000,98,81,84,95,3,,96,74,72,83,2,,33.33,66.67,,,,,
숙명여대,일반학생전형,가,미디어학부,15,3,18,3.56,9,907.24,898.29,1000,93,78,83,85,2,,93,74,80,74,2,,61.11,38.89,,,,,
숙명여대,일반학생전형,가,화학과,10,,10,5.5,6,903.76,902.91,1000,91,92,81,77,2,,86,92,69,75,2,,,100,,,,,
숙명여대,일반학생전형,가,생명시스템학부,12,,12,5.5,4,911.41,909.72,1000,95,92,81,80,2,,92,90,80,74,1,,,100,,,,,
숙명여대,일반학생전형,가,수학과,10,1,11,7,8,918.03,916.21,1000,72,98,69,66,2,,68,98,68,56,2,,,100,,,,,
숙명여대,일반학생전형,가,통계학과,10,,10,5.5,10,907.53,898.97,1000,85,95,81,67,2,,80,93,71,62,2,,10,90,,,,,
숙명여대,일반학생전형,가,화공생명공학부,17,1,18,4.88,19,909.24,908.33,1000,92,92,83,85,2,,88,90,69,80,2,,,94.12,5.88,,,,
숙명여대,일반학생전형,가,인공지능공학부,11,,11,6.09,9,907.7,895.32,1000,94,92,78,80,2,,91,92,74,64,2,,,100,,,,,
숙명여대,일반학생전형,가,지능형전자시스템전공,7,,7,6.43,5,904.09,903.53,1000,91,95,79,75,2,,91,93,69,75,2,,,100,,,,,
숙명여대,일반학생전형,가,신소재물리전공,6,,6,5.83,5,910.87,904.86,1000,86,95,83,85,2,,85,95,77,80,2,,,100,,,,,
숙명여대,일반학생전형,가,컴퓨터과학전공,10,,10,5.6,12,908.66,906.83,1000,92,92,81,80,2,,89,87,75,75,2,,10,90,,,,,
숙명여대,일반학생전형,가,데이터사이언스전공,6,1,7,5.83,7,903.83,903.02,1000,89,92,89,85,2,,79,92,87,81,2,,14.29,85.71,,,,,
숙명여대,일반학생전형,가,기계시스템학부,12,,12,5.83,17,901.21,900.05,1000,92,90,77,75,2,,86,87,75,71,2,,,81.82,18.18,,,,
숙명여대,일반학생전형,가,의류학과,8,,8,4.5,5,907.47,904.75,1000,95,74,85,85,2,,94,74,75,80,2,,25,75,,,,,
숙명여대,일반학생전형,가,식품영양학과,10,1,11,4.4,13,901.72,900.14,1000,86,92,85,81,2,,82,92,75,71,1,,10,90,,,,,
숙명여대,일반학생전형,나,첨단공학부,78,,78,3.4,37,903.35,901.85,1000,86,89,87,83,2,,83,87,81,77,2,,1.33,94.67,4,,,,
숙명여대,일반학생전형,나,약학부,51,1,52,4.1,9,962.36,961.45,1000,98,99,90,94,1,,97,98,85,90,1,,,98.04,1.96,,,,
숙명여대,일반학생전형,나,자유전공학부,303,,303,3.75,161,897.66,895.57,1000,88,83,88,88,2,,85,78,83,80,2,,43.43,55.22,1.35,,,,
순천향대,일반학생전형,가,화학과,9,1,10,8.8,22,952.32,951.12,1008,60,74,72,54,4,6,58,59,72,64,2,2,10,90,0,,,,
순천향대,일반학생전형,가,환경보건학과,11,2,13,7.69,26,950.4,950,1008,68,35,56,51,2,6,70,59,56,59,3,1,41.67,58.33,0,,,,
순천향대,일반학생전형,가,경영학과,10,2,12,8.08,13,958.8,957.2,1000,75,47,77,46,3,3,77,48,77,55,2,6,91.67,8.33,0,,,,
순천향대,일반학생전형,가,경제금융학과,11,1,12,8.5,21,954.4,953.2,1000,75,70,28,52,2,6,77,48,28,55,3,4,83.33,16.67,0,,,,
순천향대,일반학생전형,가,글로벌문화산업학과,7,0,7,9.29,6,952.8,952.4,1000,65,70,72,33,3,4,74,41,72,59,3,5,100,0,0,,,,
순천향대,일반학생전형,가,정보통신공학과,11,2,13,5.77,17,955.04,953.92,1008,67,68,68,31,3,4,47,74,68,35,3,1,8.33,91.67,0,,,,
순천향대,일반학생전형,가,전자공학과,12,1,13,5.46,23,957.2,956.24,1008,86,54,50,75,4,1,46,68,50,71,3,4,15.38,84.62,0,,,,
순천향대,일반학생전형,가,미디어커뮤니케이션학과,12,1,13,6.46,13,958,956.8,1000,77,48,66,71,3,4,60,47,66,64,1,2,84.62,15.38,0,,,,
순천향대,일반학생전형,가,스마트자동차학과,12,2,14,4.5,25,950.16,943.28,1008,68,87,38,34,4,1,39,76,38,31,4,1,7.69,92.31,0,,,,
순천향대,일반학생전형,나,생명과학과,11,3,14,4,18,953.92,953.2,1008,42,74,28,52,3,3,72,59,28,54,3,1,0,92.31,7.69,,,,
순천향대,일반학생전형,나,유아교육과,7,0,7,7.86,9,948,948,1000,67,36,66,64,3,4,52,63,66,19,3,2,85.71,14.29,0,,,,
순천향대,일반학생전형,나,행정학과,9,1,10,5.1,9,954,951.6,1000,51,63,53,89,3,2,70,1,53,69,3,1,88.89,11.11,0,,,,
순천향대,일반학생전형,나,경찰행정학과,11,0,11,6.09,11,966.4,960.8,1000,72,59,88,85,2,3,60,0,88,98,2,1,90,10,0,,,,
순천향대,일반학생전형,나,국제통상학과,12,2,14,5.07,18,952.4,951.6,1000,77,16,35,43,2,3,75,45,35,59,3,2,92.31,7.69,0,,,,
순천향대,일반학생전형,나,IT금융경영학과,12,0,12,7.67,9,952.8,952,1000,74,50,46,64,3,2,65,51,46,71,3,3,91.67,8.33,0,,,,
순천향대,일반학생전형,나,컴퓨터공학과,11,2,13,4.54,28,956.48,951.92,1008,70,76,43,54,3,3,51,74,43,71,4,1,15.38,76.92,7.69,,,,
순천향대,일반학생전형,나,기계공학과,10,0,10,5.1,7,960.08,959.52,1008,52,81,52,47,3,3,31,74,52,90,4,3,11.11,77.78,11.11,,,,
순천향대,일반학생전형,나,정보보호학과,9,2,11,8.82,12,954.8,954.56,1008,75,66,53,26,2,3,34,87,53,49,4,4,18.18,63.64,18.18,,,,
순천향대,일반학생전형,나,AI·빅데이터학과,11,1,12,5.33,18,953.6,952.4,1008,82,59,36,20,2,3,79,47,36,30,2,5,9.09,90.91,0,,,,
순천향대,일반학생전형,나,보건행정경영학과,8,0,8,11.5,2,958,956.4,1000,51,70,31,85,3,6,56,62,31,47,1,4,75,25,0,,,,
순천향대,일반학생전형,나,의료생명공학과,9,2,11,5.27,14,960.08,959.2,1008,34,81,22,38,2,6,9,70,22,74,3,2,9.09,90.91,0,,,,
순천향대,일반학생전형,나,임상병리학과,9,1,10,6.2,7,972.4,970.96,1008,74,59,99,49,2,1,61,87,99,51,2,2,25,75,0,,,,
순천향대,일반학생전형,나,작업치료학과,9,0,9,5.56,9,956.8,953.92,1008,74,38,74,49,3,5,36,59,74,85,3,3,33.33,66.67,0,,,,
순천향대,일반학생전형,나,의공학과,9,2,11,3.82,10,953.6,950.56,1008,72,59,43,56,2,3,17,57,43,67,2,3,0,100,0,,,,
순천향대,일반학생전형,나,한국문화콘텐츠학과,6,1,7,4.29,3,954.4,954,1000,74,39,92,71,4,5,77,0,92,82,4,3,83.33,16.67,0,,,,
순천향대,일반학생전형,나,중국학과,12,2,14,5.64,14,946,945.6,1000,74,54,71,64,4,3,63,57,71,92,4,3,78.57,21.43,0,,,,
순천향대,일반학생전형,나,에너지공학과,11,3,14,4.57,12,953.12,952.08,1008,44,59,83,78,3,2,52,81,83,56,4,4,7.14,92.86,0,,,,
순천향대,일반학생전형,다,의예과,30,0,30,25.8,336,1005.08,1005,1007.6,97,100,98,96,1,2,99,98,98,97,1,1,0,96.67,3.33,,,,
순천향대,일반학생전형,다,간호학과,20,0,20,7.25,55,969.08,968.38,1007.6,70,78,83,89,2,1,70,93,83,91,4,5,10,85,5,,,,
순천향대,일반학생전형,다,식품영양학과,11,0,11,5.45,18,954.48,952.64,1008,52,66,55,71,3,1,56,68,55,62,3,4,20,80,0,,,,
순천향대,일반학생전형,다,특수교육과,6,0,6,6.33,7,954.8,951.2,1000,74,36,69,52,3,2,63,47,69,82,3,2,83.33,16.67,0,,,,
순천향대,일반학생전형,다,청소년교육·상담학과,12,0,12,7,14,952.4,951.2,1000,83,50,69,64,4,2,68,51,69,64,3,3,100,0,0,,,,
순천향대,일반학생전형,다,법학과,10,2,12,5.08,19,956.8,954.4,1000,74,51,58,74,3,2,83,16,58,74,4,3,72.73,27.27,0,,,,
순천향대,일반학생전형,다,사회복지학과,11,0,11,9.27,12,952.4,952,1000,83,16,69,64,4,1,72,0,69,90,4,2,90,10,0,,,,
순천향대,일반학생전형,다,관광경영학과,12,3,15,8.07,14,954.8,953.6,1000,68,28,59,52,1,4,65,70,59,74,3,4,92.86,7.14,0,,,,
순천향대,일반학생전형,다,회계학과,8,1,9,6.33,6,956.4,954.8,1000,68,38,83,85,3,4,54,66,83,82,3,2,66.67,33.33,0,,,,
순천향대,일반학생전형,다,전기공학과,14,1,16,5.25,22,958.32,956.8,1008,51,74,87,59,4,5,79,59,87,42,3,5,12.5,81.25,6.25,,,,
순천향대,일반학생전형,다,전자정보공학과,13,0,13,6.92,18,955.28,953.68,1008,67,76,41,51,3,2,65,66,41,51,3,4,0,92.31,7.69,,,,
순천향대,일반학생전형,다,나노화학공학과,12,4,16,5.81,14,954.8,954.48,1008,72,59,59,47,2,4,51,81,59,61,4,1,6.25,93.75,0,,,,
순천향대,일반학생전형,다,에너지환경공학과,12,0,12,7.08,24,952.4,952.32,1008,80,45,75,47,4,3,77,74,75,64,5,3,25,75,0,,,,
순천향대,일반학생전형,다,디스플레이신소재공학과,14,0,14,5.29,18,953.68,953.12,1008,61,66,55,26,2,2,46,74,55,40,3,2,8.33,91.67,0,,,,
순천향대,일반학생전형,다,컴퓨터소프트웨어공학과,12,0,12,7.75,29,958.8,955.44,1008,79,50,69,49,3,5,61,78,69,71,4,2,18.18,81.82,0,,,,
순천향대,일반학생전형,다,의료IT공학과,12,2,14,8.29,12,956,954,1008,72,63,62,31,2,3,67,52,62,81,3,6,15.38,76.92,7.69,,,,
순천향대,일반학생전형,다,사물인터넷학과,11,0,11,6.55,19,951.28,949.6,1008,47,66,63,51,3,6,65,59,63,74,3,5,20,80,0,,,,
순천향대,일반학생전형,다,메타버스&게임학과,10,2,12,4.58,17,949.44,947.68,1008,42,78,55,56,4,2,11,81,55,45,4,6,18.18,81.82,0,,,,
순천향대,일반학생전형,다,의약공학과,11,3,14,5.07,25,961.6,955.6,1008,80,43,74,55,3,3,46,70,74,51,2,3,30.77,61.54,7.69,,,,
순천향대,일반학생전형,다,영미학과,12,2,14,8.71,5,954.8,953.6,1000,61,52,80,81,2,1,75,45,80,74,4,2,78.57,14.29,7.14,,,,
순천향대,일반학생전형,다,건축학과(5),8,2,10,6.4,11,962,961.6,1008,86,19,38,63,3,3,80,54,38,47,3,6,22.22,66.67,11.11,,,,
순천향대,일반학생전형,다,탄소중립학과,10,2,12,7,9,951.68,951.04,1008,26,81,55,19,4,4,54,63,55,51,2,3,18.18,81.82,0,,,,
순천향대,일반학생전형,다,의생명융합학부(헬스케어융합전공),10,4,14,7,10,958.08,954.32,1008,63,66,80,59,3,1,31,74,80,61,4,5,23.08,76.92,0,,,,
순천향대,일반학생전형,다,의생명융합학부(바이오의약전공),10,1,11,6.36,26,957.84,955.92,1008,61,68,75,37,3,5,40,74,75,64,4,6,9.09,72.73,18.18,,,,
순천향대,지역인재전형,다,의예과,0,1,1,38,0,1004.38,1004.38,1007.6,98,97,99,99,1,1,98,97,99,99,1,1,0,100,0,,,,
순천향대,실기우수자전형,다,스포츠과학과,11,1,12,37,6,966.49,964.5,1000,51,5,15,46,3,6,31,14,15,34,4,5,50,41.67,8.33,,,,
순천향대,실기우수자전형,다,사회체육학과,15,0,15,26.53,2,969.28,966.61,1000,21,1,32,27,3,3,52,5,32,49,4,5,66.67,33.33,0,,,,
순천향대,실기우수자전형,다,스포츠의학과,22,1,23,11.74,18,969.36,966.36,1000,75,50,19,75,4,5,63,31,19,49,4,5,40.91,59.09,0,,,,
순천향대,실기우수자전형,다,디지털애니메이션학과,10,0,10,11.6,13,959.92,953.28,1000,42,5,52,44,4,7,17,34,52,6,3,4,75,25,0,,,,
순천향대,실기우수자전형,다,"공연영상학과(영화영상,연출제작)",5,0,5,4,2,966.77,963.33,1000,51,35,32,6,2,3,65,70,32,33,4,5,100,0,0,,,,
순천향대,실기우수자전형,다,공연영상학과(연기),5,0,5,9.4,2,956.93,949.04,1000,42,34,19,17,5,7,49,0,19,20,4,5,100,0,0,,,,
순천향대,기초차상위전형,다,청소년교육·상담학과,0,1,1,6,2,884.4,884.4,1000,36,40,59,51,6,3,36,40,59,51,6,3,100,0,0,,,,
숭실대,일반전형,가,국어국문학과,,,9,6.6,7,,896.41,1000,,,,,,,,,,,,,,,,,83.16,,
숭실대,일반전형,가,불어불문학과,,,8,7.1,6,,896.58,1000,,,,,,,,,,,,,,,,,81.66,,
숭실대,일반전형,가,중어중문학과,,,10,5.3,6,,896.05,1000,,,,,,,,,,,,,,,,,83,,
숭실대,일반전형,가,일어일문학과,,,9,5.6,9,,895.69,1000,,,,,,,,,,,,,,,,,82.33,,
숭실대,일반전형,가,사학과,,,9,6.3,3,,894.49,1000,,,,,,,,,,,,,,,,,81.33,,
숭실대,일반전형,가,법학과,,,21,4.6,11,,902.72,1000,,,,,,,,,,,,,,,,,83,,
숭실대,일반전형,가,국제법무학과,,,16,5,8,,900.71,1000,,,,,,,,,,,,,,,,,80.83,,
숭실대,일반전형,가,행정학부,,,33,3.5,17,,898.81,1000,,,,,,,,,,,,,,,,,81.16,,
숭실대,일반전형,가,정치외교학과,,,14,4.9,14,,900.85,1000,,,,,,,,,,,,,,,,,84.16,,
숭실대,일반전형,가,정보사회학과,,,10,6.1,10,,896.75,1000,,,,,,,,,,,,,,,,,80.33,,
숭실대,일반전형,가,언론홍보학과,,,12,6.2,5,,897.1,1000,,,,,,,,,,,,,,,,,81.16,,
숭실대,일반전형,가,평생교육학과,,,7,4.4,2,,896.92,1000,,,,,,,,,,,,,,,,,80.16,,
숭실대,일반전형,가,경제학과,,,32,4.3,28,,897.72,1000,,,,,,,,,,,,,,,,,84.33,,
숭실대,일반전형,가,글로벌통상학과,,,26,4.3,10,,895.81,1000,,,,,,,,,,,,,,,,,83.83,,
숭실대,일반전형,가,경영학부,,,47,4.1,35,,898.89,1000,,,,,,,,,,,,,,,,,84.66,,
숭실대,일반전형,가,회계학과,,,21,3.8,9,,901.15,1000,,,,,,,,,,,,,,,,,85.5,,
숭실대,일반전형,가,벤처중소기업학과,,,25,3.6,6,,894.69,1000,,,,,,,,,,,,,,,,,83.66,,
숭실대,일반전형,가,금융학부,,,20,4.2,10,,901.15,1000,,,,,,,,,,,,,,,,,85,,
숭실대,일반전형,가,산업·정보시스템공학과,,,25,5.7,36,,911.98,1000,,,,,,,,,,,,,,,,,85,,
숭실대,일반전형,가,건축학부(건축학·건축공학전공),,,10,6.6,13,,914.67,1000,,,,,,,,,,,,,,,,,84.83,,
숭실대,일반전형,가,건축학부(실내건축전공),,,6,6.8,10,,906.39,1000,,,,,,,,,,,,,,,,,83.66,,
숭실대,일반전형,가,소프트웨어학부,,,16,6.8,25,,919.59,1000,,,,,,,,,,,,,,,,,85.83,,
숭실대,일반전형,나,영어영문학과,,,18,8,28,,900.11,1000,,,,,,,,,,,,,,,,,82.16,,
숭실대,일반전형,나,독어독문학과,,,8,11.9,16,,897.8,1000,,,,,,,,,,,,,,,,,81,,
숭실대,일반전형,나,전자정보공학부(IT융합),,,27,4.9,24,,916.87,1000,,,,,,,,,,,,,,,,,85.66,,
숭실대,일반전형,나,자유전공학부(자연),,,230,4,128,,911.36,1000,,,,,,,,,,,,,,,,,84.83,,
숭실대,일반전형,다,사회복지학부,,,14,13.3,34,,899.21,1000,,,,,,,,,,,,,,,,,82.5,,
숭실대,일반전형,다,수학과,,,7,9.3,1,,913.67,1000,,,,,,,,,,,,,,,,,86,,
숭실대,일반전형,다,물리학과,,,10,7.9,4,,909.06,1000,,,,,,,,,,,,,,,,,84.5,,
숭실대,일반전형,다,화학과,,,13,7.7,14,,906.92,1000,,,,,,,,,,,,,,,,,83.5,,
숭실대,일반전형,다,정보통계·보험수리학과,,,11,12.5,11,,907.76,1000,,,,,,,,,,,,,,,,,83.5,,
숭실대,일반전형,다,의생명시스템학부,,,17,9.7,29,,915.42,1000,,,,,,,,,,,,,,,,,85.66,,
숭실대,일반전형,다,화학공학과,,,26,6.4,27,,911.57,1000,,,,,,,,,,,,,,,,,84.83,,
숭실대,일반전형,다,신소재공학과,,,28,7.8,30,,910.36,1000,,,,,,,,,,,,,,,,,84.16,,
숭실대,일반전형,다,전기공학부,,,41,5.6,34,,911.23,1000,,,,,,,,,,,,,,,,,84.33,,
숭실대,일반전형,다,기계공학부,,,30,6.8,35,,910.31,1000,,,,,,,,,,,,,,,,,84.33,,
숭실대,일반전형,다,컴퓨터학부,,,18,5.3,36,,915.72,1000,,,,,,,,,,,,,,,,,85.66,,
숭실대,일반전형,다,전자정보공학부(전자공학),,,30,5.9,28,,917.67,1000,,,,,,,,,,,,,,,,,86,,
숭실대,일반전형,다,글로벌미디어학부,,,22,6.5,12,,908.38,1000,,,,,,,,,,,,,,,,,84.83,,
숭실대,일반전형,다,AI융합학부,,,17,8,14,,913,1000,,,,,,,,,,,,,,,,,86.66,,
숭실대,일반전형,다,정보보호학과,,,8,9,14,,943.4,1000,,,,,,,,,,,,,,,,,91.83,,
숭실대,일반전형,다,자유전공학부(인문),,,165,7.3,190,,905.54,1000,,,,,,,,,,,,,,,,,83.5,,
신경주대,일반전형,가,관광사업경영학과,,,39,0.03,,,,,,,,,,,,,,,,,,,,,,,
신경주대,면접전형,가,사회복지학과,,,37,0.19,,,,,,,,,,,,,,,,,,,,,,,
신경주대,면접전형,가,장례문화산업학과,,,15,0.47,,,,,,,,,,,,,,,,,,,,,,,
신경주대,일반전형,가,글로벌융합학부,,,50,0.08,,,,,,,,,,,,,,,,,,,,,,,
신경주대,일반전형,가,악기제작학과,,,17,0.24,,,,,,,,,,,,,,,,,,,,,,,
신경주대,일반전형,가,실감미디어창업학과,,,20,0.35,,,,,,,,,,,,,,,,,,,,,,,
신경주대,면접전형,가,향장아트학과,,,35,0.23,,,,,,,,,,,,,,,,,,,,,,,
신경주대,일반전형,가,생활체육리더양성학과,,,40,0.4,,,,,,,,,,,,,,,,,,,,,,,
신경주대,일반전형,가,미래에너지산업학과,,,40,0.08,,,108,360,,,,,,,,,,,,,,,,,15,,
신경주대,일반전형,가,스마트배터리학과,,,39,0.03,,,,,,,,,,,,,,,,,,,,,,,
신경주대,일반전형,가,AI전기자동차학과,,,39,0.03,,,,,,,,,,,,,,,,,,,,,,,
신경주대,일반전형,가,조선플랜트학과,,,16,0,,,,,,,,,,,,,,,,,,,,,,,
신경주대,면접전형,가,말산업학과,,,33,0.36,,,,,,,,,,,,,,,,,,,,,,,
